Ticker,ATR,ATRP,TRP,RSI,RelStrength,VolRegime,RVol,Spy_RVol,OBV_Score,Spy_OBV_Score,ROC_1,ROC_3,ROC_5,ROC_10,ROC_21,RollingStalePct,RollMedDollarVol,RollingSameVolCount,Calculated_Cutoff,Passed_Vol_Check,Passed_Final
BAC,0.96211194,0.02115615,0.01719342,59.07440297,0.03559738,1.08098946,1.31562291,0.98164860,0.37866792,1.05405110,-0.00235827,0.01638219,0.03147731,0.05057592,0.02331196,0.00000000,1387562317.47345018,0.00000000,64171297.73840001,True,True
GLD,2.34677546,0.00941459,0.00665945,58.50469511,0.03014791,0.98853968,1.37177613,0.98164860,1.56984319,1.05405110,-0.00530726,0.00906772,0.00427058,0.01568739,0.01792715,0.00000000,1351599487.00000000,0.00000000,64171297.73840001,True,True
QCOM,4.27458787,0.02655733,0.02539809,59.18940616,0.05475757,1.06897645,1.14866745,0.98164860,1.77369840,1.05405110,0.01938618,0.03153098,0.04828615,0.07107589,0.04224486,0.00000000,1325375106.08249998,0.00000000,64171297.73840001,True,True
DIA,4.87229454,0.01137863,0.01148303,56.50347300,0.00685601,0.67605666,0.88454247,0.98164860,0.35566552,1.05405110,0.00770018,0.02289465,0.03709041,0.02615245,-0.00508844,0.00000000,1291976591.47449994,0.00000000,64171297.73840001,True,True
BA,5.06639888,0.02961248,0.01659945,54.00108304,-0.00014998,1.18384263,0.94038621,0.98164860,0.45560072,1.05405110,0.01278636,0.02436834,-0.00529070,-0.00453831,-0.01201132,0.00000000,1287201971.50000000,0.00000000,64171297.73840001,True,True
XLE,0.71645940,0.01575970,0.01468715,73.67732029,0.09885212,0.53508381,0.87394101,0.98164860,2.13437166,1.05405110,0.00772281,0.03003684,0.06301661,0.08423664,0.08581631,0.00000000,1234610293.27269983,0.00000000,64171297.73840001,True,True
HD,7.29646968,0.01826757,0.01446090,60.61510256,0.00872748,1.00807296,1.04105386,0.98164860,2.36038615,1.05405110,0.00012269,0.04226227,0.04998870,0.05385332,-0.00323917,0.00000000,1183778145.88400006,0.00000000,64171297.73840001,True,True
UBER,2.19397583,0.03258057,0.02658153,56.62530415,0.13109466,1.25336363,1.14502078,0.98164860,-0.26488742,1.05405110,-0.01808107,0.03855645,0.02076702,0.06601235,0.11767635,0.00000000,1152272787.50000000,0.00000000,64171297.73840001,True,True
IBIT,2.53351075,0.04249431,0.05568601,61.84754259,0.00192246,0.64633071,1.67295433,0.98164860,1.64211789,1.05405110,0.04431599,0.08736093,0.10735513,0.07675637,-0.00996347,0.00000000,1126110614.00000000,0.00000000,64171297.73840001,True,True
BABA,1.91282356,0.02285191,0.03712434,50.74679814,0.00095151,0.77156756,1.75297736,0.98164860,0.84947838,1.05405110,0.03263389,0.04211528,0.05699728,0.00200148,-0.01092289,0.00000000,1114554362.69149995,0.00000000,64171297.73840001,True,True
AMAT,5.63277005,0.02962324,0.03478361,69.92545801,0.14725255,0.82270668,1.42582174,0.98164860,2.41024501,1.05405110,0.02987023,0.10596234,0.11884742,0.17196726,0.13364256,0.00000000,1105343690.68249989,0.00000000,64171297.73840001,True,True
EEM,0.45509437,0.01107339,0.01473064,49.23582323,-0.01086128,0.96151358,1.21001828,0.98164860,-0.77358131,1.05405110,0.00790175,0.01986729,0.02433602,0.00790175,-0.02259555,0.00000000,1097886046.08809996,0.00000000,64171297.73840001,True,True
XLK,2.14264605,0.01841869,0.01897189,50.68125893,-0.01711024,0.90435795,0.70087916,0.98164860,-0.67253473,1.05405110,0.01566320,0.02787718,0.02329305,0.00922207,-0.02877037,0.00000000,1093538739.06900024,0.00000000,64171297.73840001,True,True
MA,8.17886462,0.01565420,0.01357013,54.03856972,0.00277565,0.92745509,0.88587868,0.98164860,1.71140447,1.05405110,0.00298128,0.03080350,0.03968742,0.00588161,-0.00912039,0.00000000,1092458560.85599995,0.00000000,64171297.73840001,True,True
CVX,2.63748712,0.01709147,0.01839083,72.79097951,0.09405468,0.26598473,1.10783490,0.98164860,1.86233536,1.05405110,0.01311064,0.02912324,0.05439514,0.10060623,0.08107578,0.00000000,1091244692.75199986,0.00000000,64171297.73840001,True,True
JNJ,2.32707919,0.01631172,0.01204237,52.31666340,0.03438064,0.93365598,1.30866086,0.98164860,0.75169275,1.05405110,-0.00500764,0.01574926,0.03498233,0.02090281,0.02210966,0.00000000,1072270441.88400006,0.00000000,64171297.73840001,True,True
XLV,1.70706845,0.01239188,0.00870373,48.76221455,0.02293611,1.19532154,0.86304230,0.98164860,1.27049486,1.05405110,-0.00673440,0.00128652,0.00386953,0.01867915,0.01080090,0.00000000,1072002128.56050003,0.00000000,64171297.73840001,True,True
CRWD,13.68166666,0.03832400,0.05994398,51.08587690,-0.06933030,0.96541777,1.61410304,0.98164860,-1.13016260,1.05405110,-0.01755738,0.02574417,0.02339181,0.02781137,-0.08037094,0.00000000,1032517302.00000000,0.00000000,64171297.73840001,True,True
ASML,21.43548467,0.02861227,0.02501565,60.23722738,0.05956772,0.87630650,1.32855260,0.98164860,0.06062719,1.05405110,0.00806402,0.02721710,0.02343668,0.07982387,0.04699794,0.00000000,1021771695.76999998,1.00000000,64171297.73840001,True,True
WMT,1.48398117,0.01629525,0.01316155,52.71013104,-0.01924940,0.82042514,0.93965705,0.98164860,-0.19355372,1.05405110,0.00700950,0.01266663,-0.01139731,0.02155548,-0.03088416,0.00000000,1020171714.11424994,0.00000000,64171297.73840001,True,True
XLI,1.73496708,0.01276810,0.00965537,61.59662217,0.01857954,0.31361294,0.89862352,0.98164860,1.14011365,1.05405110,0.00598931,0.02461958,0.04888460,0.04912755,0.00649601,0.00000000,1016589448.46250010,0.00000000,64171297.73840001,True,True
PG,2.24112473,0.01427623,0.01334539,36.75353062,-0.04718466,0.28015207,1.02857772,0.98164860,0.75613654,1.05405110,0.00392661,0.00870666,0.01620932,-0.02921933,-0.05848802,0.00000000,1014829727.06500006,0.00000000,64171297.73840001,True,True
NVDL,5.84748640,0.08526519,0.06847477,48.76015212,0.07054357,0.96580767,0.70289792,0.98164860,-1.05216019,1.05405110,0.06160991,0.08667406,0.02114354,-0.02446657,0.05784359,0.00000000,1010159010.50000000,0.00000000,64171297.73840001,True,True
PDD,3.64669359,0.03454290,0.06138107,58.47995032,0.07255722,0.87736822,1.64554727,0.98164860,0.66538725,1.05405110,0.05296230,0.07581779,0.11501901,0.08958613,0.05983335,0.00000000,991612309.00000000,0.00000000,64171297.73840001,True,True
WFC,1.75991575,0.02332847,0.02270260,69.70755979,0.08371017,1.38556805,1.38480903,0.98164860,1.93474614,1.05405110,0.01487865,0.08273736,0.10177284,0.09816266,0.07085399,0.00000000,967371209.93360007,0.00000000,64171297.73840001,True,True
FXI,0.53380088,0.01799442,0.02893665,53.29919270,0.02110311,0.64525351,1.82194190,0.98164860,0.60257127,1.05405110,0.01944046,0.03364914,0.06142837,0.01739512,0.00898964,0.00000000,961303856.88045001,0.00000000,64171297.73840001,True,True
NOW,5.04411563,0.02353808,0.02131631,52.57729555,-0.04034436,0.69924895,0.95699194,0.98164860,-0.26791495,1.05405110,0.01354573,0.03897061,0.04578506,0.01625662,-0.05172887,0.00000000,961188914.00000000,0.00000000,64171297.73840001,True,True
ORCL,3.99665681,0.02500473,0.02247929,40.74647187,-0.04594136,0.45433973,1.48639690,0.98164860,1.06222063,1.05405110,0.00933966,0.03019639,0.04226822,-0.02773199,-0.05725947,0.00000000,960070033.55449998,0.00000000,64171297.73840001,True,True
RSP,2.04704940,0.01156695,0.00855493,57.54871269,0.00706621,0.17472576,0.82317578,0.98164860,2.08771222,1.05405110,0.00485467,0.02249236,0.03918967,0.03044630,-0.00488074,0.00000000,958829459.32800007,0.00000000,64171297.73840001,True,True
MRK,1.85184314,0.01962276,0.02838972,42.80933354,-0.00963773,1.49479418,1.60043305,0.98164860,-1.31136492,1.05405110,-0.02760599,-0.01736057,-0.01340038,-0.01260451,-0.02138651,0.00000000,953214678.02849996,0.00000000,64171297.73840001,True,True
PFE,0.48432717,0.01974798,0.01292945,48.02363311,0.05408666,0.67894574,0.88223866,0.98164860,-0.28339209,1.05405110,-0.00717333,-0.00416599,-0.01572013,-0.01165045,0.04158190,0.00000000,951427599.79844999,0.00000000,64171297.73840001,True,True
EFA,0.74495872,0.01004940,0.00937681,54.09796975,0.00166055,0.68198363,0.80211151,0.98164860,0.73822769,1.05405110,0.00405389,0.02209798,0.02291601,0.01897896,-0.01022227,0.00000000,950099707.67400002,0.00000000,64171297.73840001,True,True
TXN,4.55154195,0.02442221,0.02889429,50.29675407,0.02781692,1.85108515,1.06549945,0.98164860,1.16267583,1.05405110,0.02695093,-0.00558120,0.01193456,0.02925924,0.01562381,0.00000000,944366291.98199999,0.00000000,64171297.73840001,True,True
PANW,5.51640334,0.03114676,0.02456101,42.56098066,-0.11488246,1.15959880,0.95718390,0.98164860,-0.71814538,1.05405110,-0.00033866,0.03828116,0.02127782,-0.02008410,-0.12538272,0.00000000,935517866.00000000,0.00000000,64171297.73840001,True,True
ARM,6.69132276,0.04482998,0.02733485,59.92498020,0.04173756,0.77154371,1.00667902,0.98164860,2.07790748,1.05405110,0.01179501,0.06568613,0.06242437,0.16427457,0.02937931,0.00000000,924513917.00000000,0.00000000,64171297.73840001,True,True
DIS,1.95187515,0.01844019,0.01196043,34.67529409,-0.03394742,1.05857394,0.93361609,0.98164860,-0.66403138,1.05405110,0.00525186,-0.01017421,-0.01500996,-0.03429494,-0.04540781,0.00000000,918985877.97440004,0.00000000,64171297.73840001,True,True
DELL,4.13389866,0.03839023,0.02024498,36.81189389,-0.06970549,0.77983376,0.92279076,0.98164860,-1.09115489,1.05405110,-0.00427212,0.00531220,-0.04470369,-0.05912729,-0.08074168,0.00000000,911187264.36800003,0.00000000,64171297.73840001,True,True
GS,13.90630325,0.02267008,0.02238267,69.60672694,0.08037280,1.02841438,1.60650645,0.98164860,2.65499513,1.05405110,0.02112596,0.09520103,0.11774964,0.08864698,0.06755621,0.00000000,899942280.61400008,0.00000000,64171297.73840001,True,True
CSCO,0.83573560,0.01421288,0.01876149,65.72806446,0.05173075,0.76625301,1.22723645,0.98164860,1.45590838,1.05405110,0.00685433,0.01517024,0.02536680,0.02606461,0.03925395,0.00000000,889785748.31730008,0.00000000,64171297.73840001,True,True
LRCX,2.75315750,0.03459988,0.03225409,63.07086062,0.04412258,0.67339968,0.95388062,0.98164860,1.94897351,1.05405110,0.01363293,0.06981156,0.07568613,0.10850401,0.03173603,0.00000000,877596470.54040003,0.00000000,64171297.73840001,True,True
PEP,2.53255150,0.01776568,0.01402987,43.28512057,-0.03839743,0.55433546,1.01261598,0.98164860,0.03525015,1.05405110,0.01166710,0.02276510,0.03932662,-0.01305058,-0.04980503,0.00000000,877214248.70449996,0.00000000,64171297.73840001,True,True
ABBV,3.38280947,0.02021676,0.01585518,42.22113075,0.02112892,1.01818206,1.32562072,0.98164860,-1.74231981,1.05405110,-0.01231893,-0.01351264,-0.01137357,-0.03490062,0.00901515,0.00000000,876394925.57299995,0.00000000,64171297.73840001,True,True
GE,3.81554018,0.02098595,0.01886543,66.99254671,0.11796415,0.91557920,1.21239316,0.98164860,1.26475747,1.05405110,0.01730061,0.03386823,0.06500231,0.08458258,0.10470161,0.00000000,858907346.97950006,0.00000000,64171297.73840001,True,True
NKE,1.54750407,0.02235822,0.00959920,30.67766174,-0.07136660,0.84834605,0.65591015,0.98164860,-1.39102176,1.05405110,-0.00379689,-0.00463641,-0.00505565,-0.03841393,-0.08238309,0.00000000,858333484.73460007,0.00000000,64171297.73840001,True,True
MCD,4.62222069,0.01683587,0.01544732,35.22760438,-0.04496682,0.79460511,1.08176934,0.98164860,-0.56091524,1.05405110,0.00432391,-0.00223868,-0.00481740,-0.03952170,-0.05629649,0.00000000,857487243.06800008,0.00000000,64171297.73840001,True,True
BKNG,100.32391988,0.02051421,0.02272383,49.20008690,-0.03225522,0.26836896,1.23230603,0.98164860,2.19605315,1.05405110,0.01270211,0.03096830,0.03950822,0.00030681,-0.04373569,0.00000000,852910360.97499990,0.00000000,64171297.73840001,True,True
KO,0.88056475,0.01445613,0.00956940,53.41457240,0.01459396,0.68556684,1.13030679,0.98164860,1.21627809,1.05405110,0.00738926,0.01079949,0.02685439,0.01406910,0.00255771,0.00000000,828960856.52684999,0.00000000,64171297.73840001,True,True
XLU,0.59582188,0.01554648,0.00976903,61.42884600,0.04450002,1.29651243,0.72444308,0.98164860,0.00026762,1.05405110,0.00139528,0.04175422,0.04313224,0.03369574,0.03210899,0.00000000,816263885.08004999,0.00000000,64171297.73840001,True,True
XBI,2.13581259,0.02436954,0.01148185,37.24447568,-0.06047820,1.04793528,0.81147834,0.98164860,-0.92033598,1.05405110,0.00091020,0.01511624,-0.01643526,-0.03889377,-0.07162386,0.00000000,812290005.64215004,0.00000000,64171297.73840001,True,True
TMO,11.82784576,0.02120910,0.01052399,65.17005090,0.06809773,1.26161223,1.19994388,0.98164860,0.43399054,1.05405110,-0.00366783,0.00477634,0.03197452,0.07095629,0.05542676,0.00000000,804578655.74250007,0.00000000,64171297.73840001,True,True
SNOW,6.11063328,0.03577864,0.03132502,61.99806270,0.00214777,0.36647675,0.93875475,0.98164860,2.52782346,1.05405110,0.01879026,0.04516247,0.05127416,0.08431211,-0.00974082,0.00000000,802063713.00000000,0.00000000,64171297.73840001,True,True
MRVL,4.96173514,0.03987443,0.06244274,65.72739024,0.01235537,0.68589736,1.29223220,0.98164860,2.12143401,1.05405110,0.06106265,0.08298593,0.09132528,0.09918202,0.00034568,0.00000000,800727879.86804986,0.00000000,64171297.73840001,True,True
C,1.74494730,0.02241978,0.02862881,75.92278558,0.13232998,1.17184029,1.56278624,0.98164860,2.52192128,1.05405110,0.01885046,0.08829925,0.12030786,0.14369453,0.11889701,0.00000000,793942096.97109997,0.00000000,64171297.73840001,True,True
ACN,7.41003894,0.02122588,0.01826676,49.10681424,0.00358256,0.18820334,1.44570729,0.98164860,0.50842793,1.05405110,0.00579094,0.01460715,0.01228883,0.01510279,-0.00832306,0.00000000,789986984.06999993,0.00000000,64171297.73840001,True,True
CAT,7.73869056,0.02035014,0.01631968,61.35273178,0.03096694,0.62027453,1.34102293,0.98164860,1.59175463,1.05405110,0.01437225,0.03888898,0.09977211,0.07296187,0.01873645,0.00000000,784402448.73900008,0.00000000,64171297.73840001,True,True
XLP,0.81994771,0.01090555,0.00776737,38.45419322,-0.03491610,0.66173144,1.07711973,0.98164860,-0.16683536,1.05405110,0.00572915,0.00980577,0.01178977,-0.01441807,-0.04636500,0.00000000,781898518.50919998,0.00000000,64171297.73840001,True,True
SBUX,1.83026103,0.01975037,0.01503188,56.16247225,0.03384954,0.65684976,1.01816931,0.98164860,0.90529007,1.05405110,0.00741294,0.02213362,0.03121933,0.03211518,0.02158487,0.00000000,780347698.67260003,0.00000000,64171297.73840001,True,True
INTU,15.05127320,0.02503693,0.03255856,37.47257981,-0.08801142,1.04929910,1.63076480,0.98164860,-2.49285840,1.05405110,-0.00517138,-0.03153192,-0.03095743,-0.02834806,-0.09883045,0.00000000,777466188.04349995,0.00000000,64171297.73840001,True,True
CMCSA,0.68453894,0.01925854,0.01640470,35.92184696,-0.03936053,0.45167412,0.95396650,0.98164860,-0.71105173,1.05405110,0.00743716,0.00549925,0.00605136,-0.01422720,-0.05075670,0.00000000,758982888.98695004,0.00000000,64171297.73840001,True,True
VTI,3.67908725,0.01257257,0.01225447,55.94051413,-0.00142581,0.69578757,0.73241523,0.98164860,0.96049965,1.05405110,0.00923259,0.02697391,0.03097927,0.02399115,-0.01327201,0.00000000,752060184.99150002,0.00000000,64171297.73840001,True,True
AGG,0.40605583,0.00435692,0.00237237,49.95754921,0.00398747,1.14178771,0.59445499,0.98164860,-0.18662886,1.05405110,0.00000000,0.01084622,0.01021510,0.00010302,-0.00792295,0.00000000,741912130.74615002,0.00000000,64171297.73840001,True,True
SOXX,5.62252826,0.02464616,0.02950949,59.79929862,0.02384939,0.67655619,1.38222688,0.98164860,1.22499943,1.05405110,0.02773298,0.04923054,0.05288663,0.05958635,0.01170335,0.00000000,724567932.84299994,0.00000000,64171297.73840001,True,True
LIN,6.66669472,0.01549648,0.01722427,58.01490390,0.03019774,0.61180218,1.02539447,0.98164860,2.05687234,1.05405110,0.00811494,0.02038362,0.05275690,0.05270795,0.01797638,0.00000000,720583590.60299993,0.00000000,64171297.73840001,True,True
IBM,4.20443393,0.01918711,0.01468092,54.43157215,-0.00803050,0.76450775,1.53672760,0.98164860,1.87231508,1.05405110,0.00956453,0.03232736,0.02293490,0.02205224,-0.01979835,0.00000000,719805384.00399995,0.00000000,64171297.73840001,True,True
GDX,0.86342383,0.02366517,0.02448952,57.28645590,0.03316438,0.89193606,1.01226147,0.98164860,1.84924706,1.05405110,0.00354825,0.01183923,0.02168544,0.03989716,0.02090783,0.00000000,716583306.17554998,0.00000000,64171297.73840001,True,True
PYPL,2.54893147,0.02782731,0.04710791,60.71175334,0.01765832,0.79254146,2.07072862,0.98164860,2.14548008,1.05405110,0.03250074,0.05310828,0.10136748,0.06532823,0.00558572,0.00000000,714747695.08509994,0.00000000,64171297.73840001,True,True
